"id","category","question_type","template_family","variant_id","question","option_a","option_b","option_c","option_d","option_e","correct_answer","correct_answer_text","explanation","source","review_status","image_url"
"Q0031","LSAT-style","weaken","LR-weaken","4","After Dune College introduced peer tutoring, the proportion of students passing mathematics increased. The director concludes that the change caused the increase. Which finding, if true, most weakens the argument?","Some people first heard about the organization several years ago.","At the same time, the entrance standard for new students increased, which independently tends to increase the measured outcome.","The organization had kept records before the change.","Staff discussed several other possible changes.","The director announced the change in advance.","B","At the same time, the entrance standard for new students increased, which independently tends to increase the measured outcome.","A simultaneous change offers an alternative cause of the improvement. The other findings do not explain the increase.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0414","IQ-style","number_matrix","IQ-number_matrix","17","In each row, the third number equals the first multiplied by the second. Row 1: 19, 22, 418. Row 2: 22, 20, 440. Row 3: 24, 20, ?. Find the missing entry.","480","478","481","479","483","A","480","Apply the stated row rule: 24 × 20 = 480.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0272","IQ-style","multiplication_sequence","IQ-multiplication_sequence","3","Each term is obtained by multiplying the preceding term by the same positive integer: 4, 8, 16, 32, ?. What comes next?","62","67","65","64","63","D","64","The multiplier is 2, so 32 × 2 = 64.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0288","IQ-style","symbol_operation","IQ-symbol_operation","4","Define the operation a ◆ b as (a × b) + 6. What is 7 ◆ 5?","40","41","42","44","39","B","41","Substitute into the definition: (7 × 5) + 6 = 41.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0157","LSAT-style","sufficient_assumption","LR-sufficient_assumption","16","At Pine Delivery, every one of its vehicles that carries heavy cargo also has a reinforced suspension. A manager concludes that every one that carries heavy cargo also has a maintenance certificate. Which additional premise, if assumed, guarantees the conclusion?","Every one of its vehicles that has a maintenance certificate also carries heavy cargo.","Every one of its vehicles that has a reinforced suspension also has a maintenance certificate.","Some of its vehicles that has a maintenance certificate also carries heavy cargo.","Some of its vehicles that has a reinforced suspension also has a maintenance certificate.","Every one of its vehicles that has a maintenance certificate also has a reinforced suspension.","B","Every one of its vehicles that has a reinforced suspension also has a maintenance certificate.","Adding B → C closes the chain from A to C. Reversed rules and statements about only some objects do not guarantee the conclusion for every A.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0471","IQ-style","number_sequence","IQ-number_sequence","23","The sequence follows a constant-addition rule: 25, 29, 33, 37, 41, ?. What is the missing number?","44","46","45","43","48","C","45","Add 4 each time; 41 + 4 = 45.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0082","LSAT-style","strengthen","LR-strengthen","9","After Iris Garden introduced guided tours, monthly admissions increased. The director concludes that the change caused the increase. Which additional finding most strengthens the causal conclusion?","A randomized trial at comparable organizations found greater improvement in the group introducing guided tours than in the group keeping its previous practice.","The new practice has a memorable name.","Some staff preferred the previous practice.","The director expected the change to help.","The organization measured the outcome only once after the change.","A","A randomized trial at comparable organizations found greater improvement in the group introducing guided tours than in the group keeping its previous practice.","Random assignment and a comparison group help isolate the effect of the intervention. An expectation or label does not provide comparable evidence.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0206","LSAT-style","must_be_true","LR-must_be_true","21","At Umber Studio, every one of its projects that uses rented equipment also has a rental agreement. Every one that has a rental agreement also has a budget entry. Which statement must be true?","At least one of its projects uses rented equipment.","Every one of its projects that has a budget entry also uses rented equipment.","None of its projects that has a budget entry also has a rental agreement.","Every one of its projects that has a rental agreement also uses rented equipment.","Every one of its projects that uses rented equipment also has a budget entry.","E","Every one of its projects that uses rented equipment also has a budget entry.","The two conditional rules form A → B → C, so A → C. They do not imply their converses or establish that any A exists.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0379","IQ-style","spatial_cubes","IQ-spatial_cubes","13","A solid cube has edge length 76 cm. All six outer faces are painted. It is cut into cubes of edge length 19 cm. How many small cubes have no painted face?","9","27","64","8","12","D","8","There are 4 small cubes per edge. Only the interior cubes are unpainted: (4 − 2)^3 = 8.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0395","IQ-style","letter_coding","IQ-letter_coding","15","A code shifts every letter 1 place forward in the English alphabet, wrapping Z to A. How is BOAT encoded?","ERDW","DQCV","FSEX","CPBU","BOAT","D","CPBU","Shift each letter by 1: B→C, O→P, A→B, T→U.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0088","LSAT-style","quantifier_inference","LR-quantifier_inference","9","At Iris Garden, some of its plots contains protected plants. Every one of its plots that contains protected plants also has restricted access. Which conclusion follows logically?","None of its plots has restricted access.","Every one of its plots that has restricted access also contains protected plants.","Some of its plots that contains protected plants do not satisfy the condition 'has restricted access'.","Every one of its plots contains protected plants.","Some of its plots that has restricted access also contains protected plants.","E","Some of its plots that has restricted access also contains protected plants.","The objects asserted to be A must also be B, establishing at least one object that is both. Nothing establishes that all B are A.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0306","IQ-style","mental_rotation","IQ-mental_rotation","6","A robot faces south. It turns clockwise by 90 degrees, then moves straight ahead 8 metres without turning again. Which direction is it facing?","east","south","west","north","Its direction cannot be determined.","C","west","A 90-degree clockwise turn moves 1 quarter-turn around north, east, south, west. Forward travel does not change orientation.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0392","IQ-style","multiplication_sequence","IQ-multiplication_sequence","15","Each term is obtained by multiplying the preceding term by the same positive integer: 16, 32, 64, 128, ?. What comes next?","257","259","254","255","256","E","256","The multiplier is 2, so 128 × 2 = 256.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0023","LSAT-style","evaluate","LR-evaluate","3","After Cedar Transit introduced live arrival displays, weekday ridership increased. The director concludes that the change caused the increase. The answer to which question would be most useful in evaluating the argument?","Was the announcement printed in color?","Does the organization have a short name?","Do staff prefer morning meetings to afternoon meetings?","Was the director the first person to suggest the change?","Did comparable organizations that did not introduce live arrival displays experience a similar increase during the same period?","E","Did comparable organizations that did not introduce live arrival displays experience a similar increase during the same period?","An increase in the comparison group would suggest a common outside cause; no such increase would make the causal explanation more credible.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0168","LSAT-style","quantifier_inference","LR-quantifier_inference","17","At Quartz School, some of its activities takes place off campus. Every one of its activities that takes place off campus also has written permission. Which conclusion follows logically?","None of its activities has written permission.","Every one of its activities that has written permission also takes place off campus.","Every one of its activities takes place off campus.","Some of its activities that takes place off campus do not satisfy the condition 'has written permission'.","Some of its activities that has written permission also takes place off campus.","E","Some of its activities that has written permission also takes place off campus.","The objects asserted to be A must also be B, establishing at least one object that is both. Nothing establishes that all B are A.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0140","LSAT-style","principle_application","LR-principle_application","14","North Observatory adopts this rule: Approve a pilot if, and only if, its total cost is below 8,000 credits and it can be reversed within one month. A pilot of public lectures costs 4300 credits and can be reversed in two weeks. Which judgment follows from the rule?","Approve this pilot because it satisfies both required conditions.","Reject it because every pilot must cost nothing.","Approve it only if it is certain to succeed.","The rule gives no basis for deciding whether to approve it.","Reject it because reversibility is irrelevant.","A","Approve this pilot because it satisfies both required conditions.","Its cost of 4300 credits is below 8,000, and two weeks is within one month. Both necessary and sufficient conditions hold.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0417","IQ-style","ordering","IQ-ordering","17","Five people each receive a different rank in contest 17. Cy finishes ahead of Dee, Dee ahead of Eli, Eli ahead of Ari, and Ari ahead of Bo. Who finishes third?","Cy","Eli","Bo","Ari","Dee","B","Eli","The complete order from first to fifth is Cy, Dee, Eli, Ari, Bo.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0081","LSAT-style","weaken","LR-weaken","9","After Iris Garden introduced guided tours, monthly admissions increased. The director concludes that the change caused the increase. Which finding, if true, most weakens the argument?","Some people first heard about the organization several years ago.","The director announced the change in advance.","The organization had kept records before the change.","At the same time, a rare flower display attracted publicity, which independently tends to increase the measured outcome.","Staff discussed several other possible changes.","D","At the same time, a rare flower display attracted publicity, which independently tends to increase the measured outcome.","A simultaneous change offers an alternative cause of the improvement. The other findings do not explain the increase.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0047","LSAT-style","sufficient_assumption","LR-sufficient_assumption","5","At Elm Food Bank, every one of its deliveries that contains chilled food also uses a refrigerated vehicle. A manager concludes that every one that contains chilled food also has a temperature log. Which additional premise, if assumed, guarantees the conclusion?","Every one of its deliveries that uses a refrigerated vehicle also has a temperature log.","Some of its deliveries that has a temperature log also contains chilled food.","Every one of its deliveries that has a temperature log also contains chilled food.","Some of its deliveries that uses a refrigerated vehicle also has a temperature log.","Every one of its deliveries that has a temperature log also uses a refrigerated vehicle.","A","Every one of its deliveries that uses a refrigerated vehicle also has a temperature log.","Adding B → C closes the chain from A to C. Reversed rules and statements about only some objects do not guarantee the conclusion for every A.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0333","IQ-style","increasing_differences","IQ-increasing_differences","9","Successive differences increase by 1: 13, 23, 34, 46, 59, ?. Find the next term.","73","71","74","72","76","A","73","The differences are 10, 11, 12, 13; the next is 14. Thus 59 + 14 = 73.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0164","LSAT-style","causal_flaw","LR-causal_flaw","17","After Quartz School introduced breakfast service, average attendance increased. The director concludes that the change caused the increase. The reasoning is vulnerable primarily because it:","Rejects the conclusion solely because of the director's character.","Treats an improvement following a change as enough to establish that the change produced the improvement.","Shows that the outcome decreased and then claims it increased.","Infers that an event is impossible because it is rare.","Assumes that what is true of every organization must be false of this organization.","B","Treats an improvement following a change as enough to establish that the change produced the improvement.","The evidence gives temporal order, but does not rule out other causes.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0284","IQ-style","number_matrix","IQ-number_matrix","4","In each row, the third number equals the first multiplied by the second. Row 1: 6, 9, 54. Row 2: 9, 7, 63. Row 3: 11, 7, ?. Find the missing entry.","78","75","80","76","77","E","77","Apply the stated row rule: 11 × 7 = 77.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0318","IQ-style","symbol_operation","IQ-symbol_operation","7","Define the operation a ◆ b as (a × b) + 9. What is 10 ◆ 8?","89","88","92","90","87","A","89","Substitute into the definition: (10 × 8) + 9 = 89.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0292","IQ-style","multiplication_sequence","IQ-multiplication_sequence","5","Each term is obtained by multiplying the preceding term by the same positive integer: 6, 24, 96, 384, ?. What comes next?","1534","1539","1537","1535","1536","E","1536","The multiplier is 4, so 384 × 4 = 1536.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0049","LSAT-style","necessary_assumption","LR-necessary_assumption","5","Elm Food Bank plans to fund text reminders entirely by reducing printing costs. The finance officer argues: ""The printing savings will cover the full cost, so we will not need any other funding for the change."" Which assumption is required?","The printing savings available for the change will be at least as large as its full cost.","The organization will never print anything again.","Every other possible change would cost more.","No staff member will object to the change.","The new practice will improve every measured outcome.","A","The printing savings available for the change will be at least as large as its full cost.","If available printing savings are smaller than the full cost, the stated funding conclusion fails. The stronger claims in the other options are unnecessary.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0042","LSAT-style","strengthen","LR-strengthen","5","After Elm Food Bank introduced text reminders, the proportion of appointments attended increased. The director concludes that the change caused the increase. Which additional finding most strengthens the causal conclusion?","The director expected the change to help.","Some staff preferred the previous practice.","A randomized trial at comparable organizations found greater improvement in the group introducing text reminders than in the group keeping its previous practice.","The new practice has a memorable name.","The organization measured the outcome only once after the change.","C","A randomized trial at comparable organizations found greater improvement in the group introducing text reminders than in the group keeping its previous practice.","Random assignment and a comparison group help isolate the effect of the intervention. An expectation or label does not provide comparable evidence.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0457","IQ-style","ordering","IQ-ordering","21","Five people each receive a different rank in contest 21. Bo finishes ahead of Cy, Cy ahead of Dee, Dee ahead of Eli, and Eli ahead of Ari. Who finishes second?","Eli","Ari","Cy","Dee","Bo","C","Cy","The complete order from first to fifth is Bo, Cy, Dee, Eli, Ari.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0078","LSAT-style","quantifier_inference","LR-quantifier_inference","8","At Harbor Pool, some of its sessions admits novice swimmers. Every one of its sessions that admits novice swimmers also has an instructor. Which conclusion follows logically?","Every one of its sessions admits novice swimmers.","None of its sessions has an instructor.","Every one of its sessions that has an instructor also admits novice swimmers.","Some of its sessions that has an instructor also admits novice swimmers.","Some of its sessions that admits novice swimmers do not satisfy the condition 'has an instructor'.","D","Some of its sessions that has an instructor also admits novice swimmers.","The objects asserted to be A must also be B, establishing at least one object that is both. Nothing establishes that all B are A.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0387","IQ-style","ordering","IQ-ordering","14","Five people each receive a different rank in contest 14. Dee finishes ahead of Cy, Cy ahead of Bo, Bo ahead of Ari, and Ari ahead of Eli. Who finishes fifth?","Cy","Ari","Bo","Dee","Eli","E","Eli","The complete order from first to fifth is Dee, Cy, Bo, Ari, Eli.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0154","LSAT-style","causal_flaw","LR-causal_flaw","16","After Pine Delivery introduced routing software, the proportion of deliveries completed on time increased. The director concludes that the change caused the increase. The reasoning is vulnerable primarily because it:","Infers that an event is impossible because it is rare.","Shows that the outcome decreased and then claims it increased.","Assumes that what is true of every organization must be false of this organization.","Rejects the conclusion solely because of the director's character.","Treats an improvement following a change as enough to establish that the change produced the improvement.","E","Treats an improvement following a change as enough to establish that the change produced the improvement.","The evidence gives temporal order, but does not rule out other causes.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0107","LSAT-style","sufficient_assumption","LR-sufficient_assumption","11","At Kestrel Archive, every one of its documents that contains private addresses also requires restricted handling. A manager concludes that every one that contains private addresses also has an access classification. Which additional premise, if assumed, guarantees the conclusion?","Every one of its documents that has an access classification also requires restricted handling.","Some of its documents that requires restricted handling also has an access classification.","Some of its documents that has an access classification also contains private addresses.","Every one of its documents that has an access classification also contains private addresses.","Every one of its documents that requires restricted handling also has an access classification.","E","Every one of its documents that requires restricted handling also has an access classification.","Adding B → C closes the chain from A to C. Reversed rules and statements about only some objects do not guarantee the conclusion for every A.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0440","IQ-style","set_reasoning","IQ-set_reasoning","19","A group has 48 members. 22 solve a word puzzle, 23 solve a number puzzle, and 5 solve both. How many solve at least one of the two puzzles?","38","39","48","40","45","D","40","Count each solver once: 22 + 23 − 5 = 40. Subtract the overlap because it was counted twice.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0167","LSAT-style","sufficient_assumption","LR-sufficient_assumption","17","At Quartz School, every one of its activities that takes place off campus also has written permission. A manager concludes that every one that takes place off campus also has a designated coordinator. Which additional premise, if assumed, guarantees the conclusion?","Every one of its activities that has written permission also has a designated coordinator.","Every one of its activities that has a designated coordinator also takes place off campus.","Every one of its activities that has a designated coordinator also has written permission.","Some of its activities that has written permission also has a designated coordinator.","Some of its activities that has a designated coordinator also takes place off campus.","A","Every one of its activities that has written permission also has a designated coordinator.","Adding B → C closes the chain from A to C. Reversed rules and statements about only some objects do not guarantee the conclusion for every A.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0175","LSAT-style","main_conclusion","LR-main_conclusion","18","The board of Reed Orchestra should retain short preview concerts for another year. A pilot linked the change with an increase in season ticket sales, and the additional operating cost was small. Although the pilot is not conclusive, its results justify a longer trial. Which statement best expresses the main recommendation?","The pilot was not conclusive.","The additional operating cost was small.","The board should retain short preview concerts for another year.","The pilot linked the change with an increase in season ticket sales.","Every inexpensive pilot should become a permanent policy.","C","The board should retain short preview concerts for another year.","The recommendation to continue for a year is the main claim supported by the pilot results and low cost. The remaining relevant statements are reasons or qualifications.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0166","LSAT-style","must_be_true","LR-must_be_true","17","At Quartz School, every one of its activities that takes place off campus also has written permission. Every one that has written permission also has a designated coordinator. Which statement must be true?","At least one of its activities takes place off campus.","Every one of its activities that has written permission also takes place off campus.","Every one of its activities that takes place off campus also has a designated coordinator.","Every one of its activities that has a designated coordinator also takes place off campus.","None of its activities that has a designated coordinator also has written permission.","C","Every one of its activities that takes place off campus also has a designated coordinator.","The two conditional rules form A → B → C, so A → C. They do not imply their converses or establish that any A exists.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0413","IQ-style","increasing_differences","IQ-increasing_differences","17","Successive differences increase by 1: 21, 39, 58, 78, 99, ?. Find the next term.","122","120","119","121","124","D","121","The differences are 18, 19, 20, 21; the next is 22. Thus 99 + 22 = 121.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0492","IQ-style","multiplication_sequence","IQ-multiplication_sequence","25","Each term is obtained by multiplying the preceding term by the same positive integer: 26, 78, 234, 702, ?. What comes next?","2107","2106","2109","2104","2105","B","2106","The multiplier is 3, so 702 × 3 = 2106.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0219","LSAT-style","necessary_assumption","LR-necessary_assumption","22","Vale Hostel plans to fund self-service check-in entirely by reducing printing costs. The finance officer argues: ""The printing savings will cover the full cost, so we will not need any other funding for the change."" Which assumption is required?","The organization will never print anything again.","No staff member will object to the change.","The printing savings available for the change will be at least as large as its full cost.","Every other possible change would cost more.","The new practice will improve every measured outcome.","C","The printing savings available for the change will be at least as large as its full cost.","If available printing savings are smaller than the full cost, the stated funding conclusion fails. The stronger claims in the other options are unnecessary.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0489","IQ-style","spatial_cubes","IQ-spatial_cubes","24","A solid cube has edge length 90 cm. All six outer faces are painted. It is cut into cubes of edge length 30 cm. How many small cubes have no painted face?","2","1","4","27","8","B","1","There are 3 small cubes per edge. Only the interior cubes are unpainted: (3 − 2)^3 = 1.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0022","LSAT-style","strengthen","LR-strengthen","3","After Cedar Transit introduced live arrival displays, weekday ridership increased. The director concludes that the change caused the increase. Which additional finding most strengthens the causal conclusion?","The organization measured the outcome only once after the change.","The director expected the change to help.","A randomized trial at comparable organizations found greater improvement in the group introducing live arrival displays than in the group keeping its previous practice.","The new practice has a memorable name.","Some staff preferred the previous practice.","C","A randomized trial at comparable organizations found greater improvement in the group introducing live arrival displays than in the group keeping its previous practice.","Random assignment and a comparison group help isolate the effect of the intervention. An expectation or label does not provide comparable evidence.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0121","LSAT-style","weaken","LR-weaken","13","After Maple Market introduced loyalty vouchers, weekly purchases increased. The director concludes that the change caused the increase. Which finding, if true, most weakens the argument?","The organization had kept records before the change.","Some people first heard about the organization several years ago.","The director announced the change in advance.","At the same time, a nearby competitor closed, which independently tends to increase the measured outcome.","Staff discussed several other possible changes.","D","At the same time, a nearby competitor closed, which independently tends to increase the measured outcome.","A simultaneous change offers an alternative cause of the improvement. The other findings do not explain the increase.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0491","IQ-style","number_sequence","IQ-number_sequence","25","The sequence follows a constant-addition rule: 27, 33, 39, 45, 51, ?. What is the missing number?","56","60","57","55","58","C","57","Add 6 each time; 51 + 6 = 57.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0045","LSAT-style","main_conclusion","LR-main_conclusion","5","The board of Elm Food Bank should retain text reminders for another year. A pilot linked the change with an increase in the proportion of appointments attended, and the additional operating cost was small. Although the pilot is not conclusive, its results justify a longer trial. Which statement best expresses the main recommendation?","The pilot linked the change with an increase in the proportion of appointments attended.","The pilot was not conclusive.","The board should retain text reminders for another year.","Every inexpensive pilot should become a permanent policy.","The additional operating cost was small.","C","The board should retain text reminders for another year.","The recommendation to continue for a year is the main claim supported by the pilot results and low cost. The remaining relevant statements are reasons or qualifications.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0051","LSAT-style","weaken","LR-weaken","6","After Fern Theatre introduced discount subscriptions, monthly ticket sales increased. The director concludes that the change caused the increase. Which finding, if true, most weakens the argument?","Some people first heard about the organization several years ago.","The director announced the change in advance.","Staff discussed several other possible changes.","At the same time, a nationally known actor joined the cast, which independently tends to increase the measured outcome.","The organization had kept records before the change.","D","At the same time, a nationally known actor joined the cast, which independently tends to increase the measured outcome.","A simultaneous change offers an alternative cause of the improvement. The other findings do not explain the increase.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0397","IQ-style","ordering","IQ-ordering","15","Five people each receive a different rank in contest 15. Ari finishes ahead of Bo, Bo ahead of Cy, Cy ahead of Dee, and Dee ahead of Eli. Who finishes first?","Cy","Bo","Ari","Eli","Dee","C","Ari","The complete order from first to fifth is Ari, Bo, Cy, Dee, Eli.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0485","IQ-style","letter_coding","IQ-letter_coding","24","A code shifts every letter 5 places forward in the English alphabet, wrapping Z to A. How is WOLF encoded?","EWTN","ASPJ","DVSM","CURL","BTQK","E","BTQK","Shift each letter by 5: W→B, O→T, L→Q, F→K.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0217","LSAT-style","sufficient_assumption","LR-sufficient_assumption","22","At Vale Hostel, every one of its rooms that has a balcony also has a safety inspection. A manager concludes that every one that has a balcony also has an inspection record. Which additional premise, if assumed, guarantees the conclusion?","Every one of its rooms that has an inspection record also has a balcony.","Some of its rooms that has an inspection record also has a balcony.","Every one of its rooms that has a safety inspection also has an inspection record.","Some of its rooms that has a safety inspection also has an inspection record.","Every one of its rooms that has an inspection record also has a safety inspection.","C","Every one of its rooms that has a safety inspection also has an inspection record.","Adding B → C closes the chain from A to C. Reversed rules and statements about only some objects do not guarantee the conclusion for every A.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0438","IQ-style","symbol_operation","IQ-symbol_operation","19","Define the operation a ◆ b as (a × b) + 21. What is 22 ◆ 20?","459","460","462","461","464","D","461","Substitute into the definition: (22 × 20) + 21 = 461.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0117","LSAT-style","sufficient_assumption","LR-sufficient_assumption","12","At Larch Clinic, every one of its records that is marked confidential also requires access authorization. A manager concludes that every one that is marked confidential also has an audit trail. Which additional premise, if assumed, guarantees the conclusion?","Every one of its records that requires access authorization also has an audit trail.","Every one of its records that has an audit trail also is marked confidential.","Some of its records that requires access authorization also has an audit trail.","Every one of its records that has an audit trail also requires access authorization.","Some of its records that has an audit trail also is marked confidential.","A","Every one of its records that requires access authorization also has an audit trail.","Adding B → C closes the chain from A to C. Reversed rules and statements about only some objects do not guarantee the conclusion for every A.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0334","IQ-style","number_matrix","IQ-number_matrix","9","In each row, the third number equals the first multiplied by the second. Row 1: 11, 14, 154. Row 2: 14, 12, 168. Row 3: 16, 12, ?. Find the missing entry.","191","195","190","193","192","E","192","Apply the stated row rule: 16 × 12 = 192.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0009","LSAT-style","necessary_assumption","LR-necessary_assumption","1","Alder Library plans to fund extended evening hours entirely by reducing printing costs. The finance officer argues: ""The printing savings will cover the full cost, so we will not need any other funding for the change."" Which assumption is required?","The printing savings available for the change will be at least as large as its full cost.","The new practice will improve every measured outcome.","The organization will never print anything again.","No staff member will object to the change.","Every other possible change would cost more.","A","The printing savings available for the change will be at least as large as its full cost.","If available printing savings are smaller than the full cost, the stated funding conclusion fails. The stronger claims in the other options are unnecessary.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0432","IQ-style","multiplication_sequence","IQ-multiplication_sequence","19","Each term is obtained by multiplying the preceding term by the same positive integer: 20, 60, 180, 540, ?. What comes next?","1621","1618","1619","1620","1623","D","1620","The multiplier is 3, so 540 × 3 = 1620.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0332","IQ-style","multiplication_sequence","IQ-multiplication_sequence","9","Each term is obtained by multiplying the preceding term by the same positive integer: 10, 20, 40, 80, ?. What comes next?","159","160","161","158","163","B","160","The multiplier is 2, so 80 × 2 = 160.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0386","IQ-style","mental_rotation","IQ-mental_rotation","14","A robot faces south. It turns clockwise by 270 degrees, then moves straight ahead 16 metres without turning again. Which direction is it facing?","west","north","east","south","Its direction cannot be determined.","C","east","A 270-degree clockwise turn moves 3 quarter-turns around north, east, south, west. Forward travel does not change orientation.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0146","LSAT-style","must_be_true","LR-must_be_true","15","At Oak Shelter, every one of its volunteers that handles nervous animals also has specialist training. Every one that has specialist training also has passed an assessment. Which statement must be true?","At least one of its volunteers handles nervous animals.","Every one of its volunteers that handles nervous animals also has passed an assessment.","Every one of its volunteers that has specialist training also handles nervous animals.","Every one of its volunteers that has passed an assessment also handles nervous animals.","None of its volunteers that has passed an assessment also has specialist training.","B","Every one of its volunteers that handles nervous animals also has passed an assessment.","The two conditional rules form A → B → C, so A → C. They do not imply their converses or establish that any A exists.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0344","IQ-style","number_matrix","IQ-number_matrix","10","In each row, the third number equals the first multiplied by the second. Row 1: 12, 15, 180. Row 2: 15, 13, 195. Row 3: 17, 13, ?. Find the missing entry.","224","222","220","219","221","E","221","Apply the stated row rule: 17 × 13 = 221.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0030","LSAT-style","principle_application","LR-principle_application","3","Cedar Transit adopts this rule: Approve a pilot if, and only if, its total cost is below 8,000 credits and it can be reversed within one month. A pilot of live arrival displays costs 3200 credits and can be reversed in two weeks. Which judgment follows from the rule?","Approve this pilot because it satisfies both required conditions.","The rule gives no basis for deciding whether to approve it.","Reject it because reversibility is irrelevant.","Approve it only if it is certain to succeed.","Reject it because every pilot must cost nothing.","A","Approve this pilot because it satisfies both required conditions.","Its cost of 3200 credits is below 8,000, and two weeks is within one month. Both necessary and sufficient conditions hold.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
"Q0249","LSAT-style","necessary_assumption","LR-necessary_assumption","25","Yarrow Centre plans to fund free introductory classes entirely by reducing printing costs. The finance officer argues: ""The printing savings will cover the full cost, so we will not need any other funding for the change."" Which assumption is required?","The printing savings available for the change will be at least as large as its full cost.","No staff member will object to the change.","The new practice will improve every measured outcome.","Every other possible change would cost more.","The organization will never print anything again.","A","The printing savings available for the change will be at least as large as its full cost.","If available printing savings are smaller than the full cost, the stated funding conclusion fails. The stronger claims in the other options are unnecessary.","Original AI-generated practice item","Draft; not expert-reviewed or psychometrically validated",""
