"id","category","question_type","template_family","variant_id","question","option_a","option_b","option_c","option_d","option_e","correct_answer","correct_answer_text","explanation","source","review_status","image_url","target_time_seconds","timing_status","requires_paper","question_and_choices_word_count"
"R0468","Philosophy / critical thinking","conceptual_definition_tests","conceptual_definition_tests","1","Define a promise as a communicated commitment. Ana communicates a commitment to return tomorrow. Does it fit?","The definition is too narrow for the proposed use","More information is needed","The definition is too broad for the proposed use","The example fails a necessary condition","The example fits the stated definition","E","The example fits the stated definition","Both communication and commitment are stated.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","51"
"R0144","LSAT-style","sampling_flaw","sampling_flaw","9","A product poll invites only users who posted a complaint. Main issue?","No sampling flaw is specified","Only satisfied people were sampled","The sample excludes relevant people","One unusual case is overgeneralized","Only dissatisfied people were sampled","E","Only dissatisfied people were sampled","The sample is selected for dissatisfaction.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","37"
"R0239","Philosophy / critical thinking","relevance_of_objection","relevance_of_objection","3","A claim says all games are competitive. Someone offers a cooperative game. Assess the response.","Relevant objection to the reasoning","Unrelated distraction","Agreement rather than an objection","Personal criticism with no stated relevance","Relevant concern about source reliability","A","Relevant objection to the reasoning","A noncompetitive game challenges the universal claim.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","38"
"R0457","Philosophy / critical thinking","freedom_under_stated_definitions","freedom_under_stated_definitions","1","Define a free choice as an informed decision without coercion. A person understands and chooses without pressure. Assessment?","Free under the stipulated definition","A moral verdict does not follow just from freedom","The definition needs information not supplied","Not free under the stipulated definition","The definition changes mid-argument","A","Free under the stipulated definition","The stated conditions are met.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","48"
"R0117","LSAT-style","conditional_inference","conditional_inference","9","Only ticket holders enter. Mo entered. Claim: Mo held a ticket.","Must be false","Could be true or false","No factual claim is made","Must be true","Premises contradict each other","D","Must be true","The word 'only' makes a ticket necessary for entry.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","31"
"R0034","LSAT-style","weaken","weaken","7","The new app made users happier. Which weakens this?","The survey was online.","The developer is friendly.","Users own phones.","The app has settings.","Only satisfied users answered the survey.","E","Only satisfied users answered the survey.","Selective responses do not establish the result for all users.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","30"
"R0438","Philosophy / critical thinking","thought_experiment_use","thought_experiment_use","4","Imagine a true belief reached entirely by luck. Ask whether truth alone is knowledge. Purpose?","Prove a real event occurred","Test a principle with a hypothetical case","Report a personal preference only","Establish how often something happens","Replace all need for reasons","B","Test a principle with a hypothetical case","The example tests a conceptual requirement without reporting an actual event.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","42"
"R0013","LSAT-style","necessary_assumption","necessary_assumption","4","Adding subtitles will help viewers who cannot hear the dialogue understand it. Necessary assumption?","Those viewers can read the subtitles.","The dialogue is unimportant.","Subtitles improve acting.","All viewers know sign language.","The film is silent.","A","Those viewers can read the subtitles.","The proposed access route requires readable subtitles.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","36"
"R0431","Philosophy / critical thinking","charitable_interpretation","charitable_interpretation","8","By 'natural,' do you mean unmodified or morally good? What approach is used?","Replace the view with an extreme version","Interpret the strongest reasonable version","Agree merely to avoid discussion","Ask what the ambiguous claim means","Attack the speaker instead of the idea","D","Ask what the ambiguous claim means","The question separates possible meanings of a key term.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","43"
"R0368","Philosophy / critical thinking","ethical_principle_application","ethical_principle_application","11","Rule: Participants may leave the discussion at any time. Leaving now, absent other rules, is what?","Required by the stated rule","Permitted but not required","The stated facts are inconsistent","The rule alone does not settle it","Forbidden by the stated rule","B","Permitted but not required","The rule gives permission without demanding departure.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","42"
"R0338","Philosophy / critical thinking","epistemic_humility","epistemic_humility","3","I feel completely sure, so I cannot be wrong. What move is this?","Accept whichever view is more popular","Treat uncertainty as proof of falsehood","Keep the belief regardless of all evidence","Revise confidence in light of relevant evidence","Treat confidence as proof of truth","E","Treat confidence as proof of truth","The feeling of certainty is mistaken for a guarantee.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","45"
"R0196","LSAT-style","plan_vulnerability","plan_vulnerability","7","A manager removes all backups to improve recovery from lost files. Main weakness?","The plan addresses the wrong cause","People can bypass the plan","The plan removes a needed resource","The outcome measure can be misleading","The plan does not reach the target group","C","The plan removes a needed resource","Backups are a resource for recovery.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","44"
"R0395","Philosophy / critical thinking","fairness_under_stated_standards","fairness_under_stated_standards","5","Someone says 'This outcome is fair' but gives no criterion. Which standard is established?","Equal shares","Equal opportunity to participate","The standard is not specified","Reward proportional to contribution","Greater help for greater need","C","The standard is not specified","Fairness is asserted without specifying its basis.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","34"
"R0191","LSAT-style","plan_vulnerability","plan_vulnerability","2","A team cancels all training time to improve skills faster. Main weakness?","People can bypass the plan","The plan removes a needed resource","The plan does not reach the target group","The plan addresses the wrong cause","The outcome measure can be misleading","B","The plan removes a needed resource","It removes the resource meant to develop the desired skills.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","43"
"R0004","LSAT-style","main_conclusion","main_conclusion","4","The archive is irreplaceable. Digitizing it would preserve its contents. We should digitize it. What is the conclusion?","Paper is fragile.","Digitization preserves contents.","Digital files never fail.","We should digitize the archive.","The archive is irreplaceable.","D","We should digitize the archive.","The final recommendation is the point being supported.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","37"
"R0487","Philosophy / critical thinking","best_philosophical_followup","best_philosophical_followup","9","Someone says 'Art is whatever I enjoy.' Best follow-up?","Who arranged the room?","Could something you dislike still be art?","Do you visit galleries often?","What is your favourite colour?","Can you buy this painting?","B","Could something you dislike still be art?","The countercase probes whether personal liking defines the category.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","35"
"R0332","Philosophy / critical thinking","testability","testability","8","I find this song more moving than that one. What kind of statement is this?","It asks a moral question","It states a definition","An observation could count against it","It expresses a preference","It is protected against every possible outcome","D","It expresses a preference","The speaker reports an aesthetic preference.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","41"
"R0494","Philosophy / critical thinking","responding_to_objections","responding_to_objections","5","You propose equal portions. A critic points to unequal urgent needs. Best response?","Mention the table's shape.","Say equality is popular.","Insult needy people.","Explain why equal portions should override need, or revise the rule.","Deny needs matter without argument.","D","Explain why equal portions should override need, or revise the rule.","The reply should engage the competing fairness criterion.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","40"
"R0046","LSAT-style","point_of_disagreement","point_of_disagreement","1","Ira: Keep the mural because it is historic. Bo: It is historic, but we should remove it. They disagree about what?","Who painted it.","Whether murals exist.","Whether it is historic.","Whether to keep the mural.","How old it is.","D","Whether to keep the mural.","They accept its history but oppose each other's recommendation.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","40"
"R0014","LSAT-style","necessary_assumption","necessary_assumption","5","This reusable bottle will reduce my disposable-bottle use. Necessary assumption?","It is the cheapest bottle.","Everyone will buy one.","It is made locally.","It never needs washing.","I will use it instead of some disposables.","E","I will use it instead of some disposables.","Replacement, rather than mere ownership, produces the reduction.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","35"
"R0447","Philosophy / critical thinking","personal_identity_criteria","personal_identity_criteria","2","A view says connected memories and intentions establish personal continuity. Which criterion is used?","Social or legal recognition","Continuity of memory or psychology","Similarity of appearance alone","No identity criterion is specified","Continuity of the body","B","Continuity of memory or psychology","The account centres psychological connections.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","36"
"R0443","Philosophy / critical thinking","thought_experiment_use","thought_experiment_use","9","Imagine a beneficial action that violates a stated right. Ask which principle controls. Purpose?","Report a personal preference only","Test a principle with a hypothetical case","Replace all need for reasons","Prove a real event occurred","Establish how often something happens","B","Test a principle with a hypothetical case","The scenario exposes a possible conflict between ethical standards.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","41"
"R0449","Philosophy / critical thinking","personal_identity_criteria","personal_identity_criteria","4","Two strangers look identical, so a speaker says they must be the same person. What is used as the criterion?","Continuity of the body","Continuity of memory or psychology","Social or legal recognition","No identity criterion is specified","Similarity of appearance alone","E","Similarity of appearance alone","Appearance alone is being treated as decisive, though it need not establish identity.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","42"
"R0098","LSAT-style","argument_role","argument_role","8","The water is contaminated. Therefore do not drink it. Role of the contamination statement?","Concession","Objection being considered","Main conclusion","Background only","Supporting reason","E","Supporting reason","It supports the advice to avoid drinking.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","24"
"R0180","LSAT-style","premise_vs_inference","premise_vs_inference","9","In 'The queue blocks the exit; move it elsewhere,' what is 'move it elsewhere'?","Observation offered as evidence","Definition","Question rather than a claim","Recommendation","Inference drawn from evidence","D","Recommendation","It recommends a response to the obstruction.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","29"
"R0269","Philosophy / critical thinking","circularity","circularity","11","This painting is beautiful because it possesses beauty. What kind of support is offered?","The support restates the claim","A conclusion is asserted without a reason","A counterexample is offered","Each claim is supported only by the other","Independent support is offered","A","The support restates the claim","The reason repeats the aesthetic judgment.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","42"
"R0016","LSAT-style","necessary_assumption","necessary_assumption","7","The translation will make the notice understandable to Luis. Necessary assumption?","Luis wrote the notice.","The translation is longer.","Luis understands the translation's language.","The notice has pictures.","Everyone speaks that language.","C","Luis understands the translation's language.","Changing language helps only if Luis understands the new language.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","32"
"R0153","LSAT-style","scope_shift","scope_shift","9","The camera lens is durable, so the entire camera is durable in every respect. What shift occurs?","One part becomes the whole","Local becomes universal","Past becomes permanent","Possible becomes certain","Some becomes all","A","One part becomes the whole","A component's property is extended to the whole device.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","34"
"R0043","LSAT-style","resolve_discrepancy","resolve_discrepancy","7","A book gets many negative reviews yet remains a bestseller. Best explanation?","Controversy attracts curious buyers.","Only positive reviews allow purchases.","Every review prevents a sale.","It is unavailable everywhere.","Nobody has heard of it.","A","Controversy attracts curious buyers.","Attention can produce sales without approval.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","35"
"R0163","LSAT-style","evidence_weight","evidence_weight","1","Claim: The tap leaks. Evidence: Drops fall from it while it is turned off. How does this bear on the claim?","Suggests a competing explanation","Irrelevant to the claim","Only repeats the claim","Directly counts against the claim","Directly supports the claim","E","Directly supports the claim","Observed unintended dripping supports leakage.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","42"
"R0226","Philosophy / critical thinking","fallacy_detection","fallacy_detection","1","All forged tickets are invalid. This ticket is forged, so it is invalid. Best assessment?","Popularity replaces evidence","The person is attacked instead of the argument","The reasoning supports the conclusion","A limited claim is exaggerated","The conclusion is simply assumed","C","The reasoning supports the conclusion","The conclusion follows from the rule and the stated case.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","41"
"R0078","LSAT-style","sufficient_assumption","sufficient_assumption","6","Every verified report is archived. This report is anonymous. Which rule guarantees archiving?","This report is printed.","Some verified reports are anonymous.","Every archived report is anonymous.","Every anonymous report is verified.","Anonymous reports are short.","D","Every anonymous report is verified.","It provides the missing link from anonymous to verified.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","36"
"R0404","Philosophy / critical thinking","rights_and_welfare","rights_and_welfare","3","Reduce noise hours while retaining some rehearsal time. The aim is to partly protect neighbours and musicians. What approach is used?","Total benefit is treated as decisive","Only a factual question is raised","A compromise protects both interests partly","An individual right limits the choice","A value conflict remains unresolved","C","A compromise protects both interests partly","The arrangement gives partial protection to each interest.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","50"
"R0275","Philosophy / critical thinking","meaning_and_ambiguity","meaning_and_ambiguity","6","For this discussion, 'harm' means physical injury. A bruise is physical injury, so it counts as harm. Assessment?","A key word changes meaning","A personal preference settles the definition","The same meaning is used consistently","A factual contradiction is established","An ambiguous term needs clarification","C","The same meaning is used consistently","The conclusion follows the stipulated meaning without changing it.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","45"
"R0160","LSAT-style","argument_flaw_plain_language","argument_flaw_plain_language","7","The source is trustworthy because it never lies; we know it never lies because it is trustworthy. What goes wrong?","Attacking the person instead of the reason","Changing the meaning of a key word","Misrepresenting the opposing view","Presenting too few alternatives","Assuming the conclusion in the support","E","Assuming the conclusion in the support","Each statement relies on the other without independent support.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","48"
"R0442","Philosophy / critical thinking","thought_experiment_use","thought_experiment_use","8","Picture an identical copy with different memories. Ask what makes it the same person. Purpose?","Report a personal preference only","Establish how often something happens","Prove a real event occurred","Replace all need for reasons","Test a principle with a hypothetical case","E","Test a principle with a hypothetical case","The hypothetical probes a criterion of identity.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","42"
"R0437","Philosophy / critical thinking","thought_experiment_use","thought_experiment_use","3","Picture equal rewards for very unequal contributions. Ask what equality means in that case. Purpose?","Report a personal preference only","Prove a real event occurred","Replace all need for reasons","Establish how often something happens","Test a principle with a hypothetical case","E","Test a principle with a hypothetical case","The case examines a proposed fairness criterion.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","42"
"R0434","Philosophy / critical thinking","charitable_interpretation","charitable_interpretation","11","A disagreement is unclear. One person asks the other to confirm a careful paraphrase before responding. What approach is used?","Interpret the strongest reasonable version","Attack the speaker instead of the idea","Agree merely to avoid discussion","Ask what the ambiguous claim means","Replace the view with an extreme version","A","Interpret the strongest reasonable version","Accurate restatement helps engage the actual reasonable position.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","50"
"R0093","LSAT-style","argument_role","argument_role","3","Critics say gardens waste space. Yet this garden supplies fresh food, so keep it. Role of the critics' claim?","Background only","Supporting reason","Objection being considered","Concession","Main conclusion","C","Objection being considered","The writer introduces a position to answer.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","29"
"R0006","LSAT-style","main_conclusion","main_conclusion","6","The witness stood behind a wall and could not see the doorway. Her claim about who entered is unsupported by sight. Conclusion?","She deliberately lied.","Nobody entered.","She stood behind a wall.","Her claim lacks visual support.","There was a doorway.","D","Her claim lacks visual support.","The argument concerns visual support, not honesty.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","41"
"R0220","LSAT-style","agreement_and_entailment","agreement_and_entailment","4","A: The bridge is old. B: It carries buses. Claim: The bridge is old.","Neither takes a position on it","Both speakers explicitly reject it","Both speakers explicitly accept it","Only one takes a position on it","They explicitly disagree about it","D","Only one takes a position on it","Only A addresses its age.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","42"
"R0230","Philosophy / critical thinking","fallacy_detection","fallacy_detection","5","She wants limits on advertising, so she wants businesses to say nothing. Best assessment?","The reasoning supports the conclusion","The person is attacked instead of the argument","The conclusion is simply assumed","Popularity replaces evidence","A limited claim is exaggerated","E","A limited claim is exaggerated","Limits are distorted into a complete ban on speech.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","40"
"R0227","Philosophy / critical thinking","fallacy_detection","fallacy_detection","2","His view on honesty is false because his haircut is terrible. Best assessment?","The reasoning supports the conclusion","A limited claim is exaggerated","Popularity replaces evidence","The person is attacked instead of the argument","The conclusion is simply assumed","D","The person is attacked instead of the argument","A haircut does not address a view about honesty.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","39"
"R0209","LSAT-style","parallel_flaw","parallel_flaw","2","Like judging every restaurant from one meal, a speaker judges every train from one delayed journey. Shared flaw?","Assumes parts guarantee the whole","Treats lack of disproof as proof","Infers truth from popularity","Reverses an if-then rule","Generalizes from one case","E","Generalizes from one case","Each extends a single experience to an entire class.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","41"
"R0340","Philosophy / critical thinking","epistemic_humility","epistemic_humility","5","I will believe whichever answer wins the poll, regardless of evidence. What move is this?","Accept whichever view is more popular","Keep the belief regardless of all evidence","Treat confidence as proof of truth","Revise confidence in light of relevant evidence","Treat uncertainty as proof of falsehood","A","Accept whichever view is more popular","The method substitutes popularity for evidential quality.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","47"
"R0433","Philosophy / critical thinking","charitable_interpretation","charitable_interpretation","10","Her argument about justice is wrong because I dislike her voice. What approach is used?","Interpret the strongest reasonable version","Agree merely to avoid discussion","Ask what the ambiguous claim means","Attack the speaker instead of the idea","Replace the view with an extreme version","D","Attack the speaker instead of the idea","Voice quality is not an answer to the justice argument.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","45"
"R0464","Philosophy / critical thinking","freedom_under_stated_definitions","freedom_under_stated_definitions","8","Define freedom through available alternatives. The scenario does not say whether alternatives existed. Assessment?","Free under the stipulated definition","The definition needs information not supplied","A moral verdict does not follow just from freedom","Not free under the stipulated definition","The definition changes mid-argument","B","The definition needs information not supplied","A required part of the definition is unknown.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","44"
"R0291","Philosophy / critical thinking","philosophical_counterexample","philosophical_counterexample","11","Claim: Every voluntary action is morally good. Best counterexample?","Someone acts under threat.","Someone moves involuntarily.","Someone is asleep.","Someone freely helps.","Someone freely chooses to deceive a friend.","E","Someone freely chooses to deceive a friend.","Voluntariness does not establish moral goodness.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","29"
"R0028","LSAT-style","weaken","weaken","1","Umbrella users arrive wetter, so umbrellas make people wet. Which weakens this?","Umbrellas come in colours.","Shops sell umbrellas.","Wet clothing dries.","Some umbrellas fold.","People use umbrellas during heavier rain.","E","People use umbrellas during heavier rain.","Rain severity can explain both umbrella use and wetness.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","31"
"R0252","Philosophy / critical thinking","false_choices","false_choices","5","Either forgive instantly or remain angry forever. Best diagnosis?","The alternatives are genuinely exhaustive as stated","A word changes meaning","The response attacks a person","The conclusion merely repeats its premise","A reasonable third possibility is excluded","E","A reasonable third possibility is excluded","Forgiveness can occur later and emotions can change in other ways.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","37"
"R0477","Philosophy / critical thinking","conceptual_definition_tests","conceptual_definition_tests","10","Define knowledge here as true, justified belief. A belief is stated, but truth and justification are not described. Assessment?","More information is needed","The definition is too narrow for the proposed use","The definition is too broad for the proposed use","The example fits the stated definition","The example fails a necessary condition","A","More information is needed","Two stipulated requirements remain unknown.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","53"
"R0168","LSAT-style","evidence_weight","evidence_weight","6","Claim: The door was opened. Evidence: Continuous footage shows it opening. How does this bear on the claim?","Directly supports the claim","Suggests a competing explanation","Irrelevant to the claim","Only repeats the claim","Directly counts against the claim","A","Directly supports the claim","The recording directly shows the event.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","39"
"R0379","Philosophy / critical thinking","intentions_and_outcomes","intentions_and_outcomes","11","An action results in harm, but the actor's aim is unknown. Which caution applies?","The same outcome can arise from different intentions","The same intention can produce different outcomes","Intention and outcome are both unspecified","Good intention does not guarantee a good outcome","Bad outcome does not prove bad intention","E","Bad outcome does not prove bad intention","A harmful result is not sufficient evidence of an intention to harm.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","50"
"R0214","LSAT-style","parallel_flaw","parallel_flaw","7","This commuter was impolite, so commuters are impolite. Which general flaw appears?","Treats lack of disproof as proof","Infers truth from popularity","Reverses an if-then rule","Assumes parts guarantee the whole","Generalizes from one case","E","Generalizes from one case","One person is used to characterize the whole group.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","35"
"R0231","Philosophy / critical thinking","fallacy_detection","fallacy_detection","6","No promises were made. Therefore no promise was broken in this exchange. Best assessment?","Popularity replaces evidence","The conclusion is simply assumed","The reasoning supports the conclusion","A limited claim is exaggerated","The person is attacked instead of the argument","C","The reasoning supports the conclusion","Without a promise in the exchange, none of its promises can be broken.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","40"
"R0084","LSAT-style","parallel_reasoning","parallel_reasoning","3","Some artists are teachers. Therefore some teachers are artists. Which matches?","All runners are cooks; all cooks are runners.","No runners are cooks; all cooks run.","Some runners are cooks; some cooks are runners.","Some runners cook; no cooks run.","Some runners cook; all runners cook.","C","Some runners are cooks; some cooks are runners.","Both reverse a statement that establishes an overlap.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","46"
"R0386","Philosophy / critical thinking","consent_reasoning","consent_reasoning","7","A person signs because refusal is met with a credible threat of harm. Under voluntary-agreement consent, what is undermined?","Consent is undermined by coercion","Consent to one thing does not establish consent to another","Consent is undermined by missing information","Silence alone does not establish consent","Consent is established under the stated definition","A","Consent is undermined by coercion","The threat compromises a freely made decision.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","53"
"R0354","Philosophy / critical thinking","fact_value_distinction","fact_value_distinction","8","The group ought to consult affected residents. What kind of claim is this?","A definition for this discussion","A value judgment","A descriptive premise alone does not establish an obligation","A descriptive claim","A recommendation","E","A recommendation","It proposes what the group should do.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","35"
"R0273","Philosophy / critical thinking","meaning_and_ambiguity","meaning_and_ambiguity","4","Only humans have rights, and anything correct is right, so only humans can be correct. Main issue?","An ambiguous term needs clarification","A key word changes meaning","A personal preference settles the definition","The same meaning is used consistently","A factual contradiction is established","B","A key word changes meaning","An entitlement is confused with correctness.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","44"
"R0476","Philosophy / critical thinking","conceptual_definition_tests","conceptual_definition_tests","9","A definition of communication admits only speech and excludes meaningful gestures. Why is it too narrow for including gestures?","The definition is too narrow for the proposed use","The example fails a necessary condition","More information is needed","The example fits the stated definition","The definition is too broad for the proposed use","A","The definition is too narrow for the proposed use","It excludes a form that the intended use includes.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","53"
"R0260","Philosophy / critical thinking","circularity","circularity","2","The action is wrong because it is morally impermissible. What kind of support is offered?","Each claim is supported only by the other","Independent support is offered","A conclusion is asserted without a reason","A counterexample is offered","The support restates the claim","E","The support restates the claim","The reason uses another expression for the conclusion.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","43"
"R0419","Philosophy / critical thinking","responsibility_and_control","responsibility_and_control","7","A worker acts after a credible threat to a loved one. Which feature matters?","The facts do not settle control or knowledge","Deliberate informed choice is described","Control is absent in the described act","Relevant knowledge is missing","Control is reduced by a threat","E","Control is reduced by a threat","The threat is relevant to voluntariness and responsibility.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","44"
"R0251","Philosophy / critical thinking","false_choices","false_choices","4","Either this light is on or it is not on, using the same meaning and moment. Best assessment?","The response attacks a person","The conclusion merely repeats its premise","The alternatives are genuinely exhaustive as stated","A reasonable third possibility is excluded","A word changes meaning","C","The alternatives are genuinely exhaustive as stated","The alternatives are a proposition and its negation.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","46"
"R0049","LSAT-style","point_of_disagreement","point_of_disagreement","4","Fay: Animals can feel pain. Gus: Animals cannot feel pain. Their disagreement concerns what?","Whether pain is unpleasant.","Animal intelligence rankings.","Animals' capacity for pain.","Whether humans are animals.","Pet ownership rules.","C","Animals' capacity for pain.","One affirms and the other denies the same capacity.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","32"
"R0373","Philosophy / critical thinking","intentions_and_outcomes","intentions_and_outcomes","5","Someone performed an act, but no motive or consequence is described. What can be classified here?","Good intention does not guarantee a good outcome","The same outcome can arise from different intentions","Bad outcome does not prove bad intention","Intention and outcome are both unspecified","The same intention can produce different outcomes","D","Intention and outcome are both unspecified","The needed information about both dimensions is missing.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","52"
"R0393","Philosophy / critical thinking","fairness_under_stated_standards","fairness_under_stated_standards","3","A team divides credit according to each person's work. Which standard does it use?","Greater help for greater need","Equal shares","The standard is not specified","Reward proportional to contribution","Equal opportunity to participate","D","Reward proportional to contribution","Contribution determines the distribution.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","34"
"R0141","LSAT-style","sampling_flaw","sampling_flaw","6","A restaurant samples only diners who nominated it for an award. Main issue?","Only dissatisfied people were sampled","One unusual case is overgeneralized","The sample excludes relevant people","Only satisfied people were sampled","No sampling flaw is specified","D","Only satisfied people were sampled","The selection favours admirers.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","38"
"R0045","LSAT-style","resolve_discrepancy","resolve_discrepancy","9","A website loads faster but visitors spend less time on it. Best explanation?","Visitors find answers more quickly.","Its content is inaccessible.","Its pages never load.","All visitors are forced to wait.","Every task takes longer.","A","Visitors find answers more quickly.","Shorter visits can reflect faster task completion.","Original AI-authored short practice item","Draft; not expert-reviewed or psychometrically validated","","30","Design target; not measured with users","false","36"
